FIR_No,Crime_Type,District,Police_Station,Date,Victim_Name,Victim_Age,Victim_Gender,Suspect_Name,Weapon,Status,Latitude,Longitude,Severity
FIR9658,Murder,Belagavi,Market,2024-07-21,Yachana Lala,55,Male,Saumya Kurian,Vehicle,Closed,17.607284,77.559679,6
FIR9659,Murder,Ballari,South,2025-07-23,Arjun Balakrishnan,22,Female,Yashodhara Sahota,Knife,Closed,15.164691,77.719751,7
FIR9660,Robbery,Belagavi,West,2025-08-16,Fariq Bava,22,Male,Neel Dayal,Gun,Closed,15.815229,74.344194,3
FIR9661,Murder,Shivamogga,Traffic,2025-10-23,Ekiya Agrawal,65,Male,Urmi Vasa,Vehicle,Under Investigation,12.64769,76.048963,7
FIR9662,Kidnapping,Belagavi,South,2025-02-22,Lakshit Trivedi,59,Female,Hritik Banik,Unknown,Open,12.763855,76.80492,6
FIR9663,Fraud,Belagavi,East,2025-03-04,Sanaya Setty,71,Male,Atharv Pal,Unknown,Under Investigation,17.130021,75.188039,9
FIR9664,Vehicle Theft,Vijayapura,Market,2025-09-05,Xavier Sridhar,24,Male,Chanakya Comar,Vehicle,Open,11.951789,76.983784,5
FIR9665,Burglary,Hubballi-Dharwad,Central,2024-08-18,Yashodhara Naik,33,Male,Xavier Malhotra,Rod,Under Investigation,12.125243,77.247883,9
FIR9666,Cyber Crime,Mangaluru,Traffic,2024-10-06,Chatresh Mannan,21,Female,Xiti Chaudry,Vehicle,Under Investigation,12.4416,77.641594,2
FIR9667,Burglary,Shivamogga,Traffic,2026-02-02,Chavvi Sangha,43,Male,Shivansh Brar,None,Open,12.434489,78.412171,7
FIR9668,Drug Trafficking,Bengaluru Urban,East,2025-10-19,Shravya Joshi,69,Female,Owen Bhargava,Unknown,Under Investigation,14.123886,76.953956,1
FIR9669,Robbery,Ballari,North,2024-08-18,Saumya Doctor,42,Male,Umang Dube,Vehicle,Under Investigation,18.434145,74.189979,7
FIR9670,Cyber Crime,Kalaburagi,Rural,2025-12-12,Caleb Misra,73,Female,Azaan Wason,Gun,Open,16.130293,77.449298,4
FIR9671,Assault,Kalaburagi,Market,2025-10-21,Hemal Salvi,65,Female,Victor Choudhry,Rod,Open,12.547815,77.150903,7
FIR9672,Theft,Tumakuru,South,2024-10-23,Rajeshri Parekh,23,Female,Sneha Varma,None,Under Investigation,11.621992,75.592275,5
FIR9673,Assault,Ballari,Market,2025-12-24,Siya Venkataraman,62,Female,Yachana Wadhwa,Rod,Closed,16.996995,78.526383,10
FIR9674,Theft,Shivamogga,West,2025-05-18,Yutika Grover,21,Male,Rohan Boase,Unknown,Closed,17.979739,76.45027,3
FIR9675,Fraud,Mangaluru,West,2025-01-22,Rachit Kakar,74,Male,Lakshit Bir,Rod,Open,13.95961,74.404332,6
FIR9676,Cyber Crime,Kalaburagi,West,2026-06-12,Qabil Kapoor,74,Female,Mason Talwar,Rod,Closed,11.661545,74.51731,5
FIR9677,Drug Trafficking,Bengaluru Urban,Market,2024-10-01,Hiral Kapadia,32,Female,Radha Doshi,Unknown,Open,15.31261,75.954066,2
FIR9678,Cyber Crime,Belagavi,Market,2025-03-02,Anay Gandhi,43,Female,Shivani Sheth,Unknown,Closed,14.179399,78.629924,8
FIR9679,Drug Trafficking,Mysuru,Traffic,2025-09-13,Eiravati Upadhyay,70,Male,Kamala Yohannan,Unknown,Open,16.051057,77.474367,9
FIR9680,Murder,Mysuru,Market,2026-03-06,Harrison Sandhu,58,Male,Simon Bal,Rod,Closed,17.390299,75.73985,5
FIR9681,Vehicle Theft,Vijayapura,South,2026-04-01,Lopa Dayal,65,Female,Alexander Vora,Vehicle,Closed,12.190524,77.509234,5
FIR9682,Theft,Bengaluru Urban,North,2026-01-07,Yagnesh Balay,46,Male,Eshana Joshi,Knife,Open,18.49781,74.099781,5
FIR9683,Cyber Crime,Belagavi,South,2025-05-25,Zarna Subramaniam,20,Female,Amaira Johal,Vehicle,Under Investigation,16.072864,76.514655,2
FIR9684,Theft,Tumakuru,Market,2024-12-09,Advik Deo,37,Male,Sathvik Ramakrishnan,Gun,Under Investigation,13.300211,78.346727,8
FIR9685,Fraud,Belagavi,West,2025-07-17,Manbir Agrawal,49,Female,Diya Hari,Gun,Open,11.632838,77.494201,5
FIR9686,Robbery,Mangaluru,North,2025-08-21,Yuvraj Balakrishnan,48,Female,Eshana Kala,Rod,Open,13.898628,74.208194,8
FIR9687,Murder,Kalaburagi,Central,2024-12-01,Jonathan Badami,18,Male,Hemang Bala,None,Closed,17.458371,75.004037,2
FIR9688,Vehicle Theft,Ballari,South,2025-05-04,Upma Gour,46,Female,Arin Sama,Unknown,Under Investigation,14.166756,78.445195,6
FIR9689,Murder,Hubballi-Dharwad,West,2024-06-24,Ayush Mukherjee,75,Male,Eiravati Tiwari,Knife,Open,13.81192,75.228959,6
FIR9690,Assault,Hubballi-Dharwad,East,2024-11-27,Sara Dutta,50,Female,Vedant Verma,Vehicle,Open,15.963315,77.965347,8
FIR9691,Vehicle Theft,Mangaluru,Central,2026-04-03,Nandini Patla,32,Male,Vivaan Tandon,Knife,Open,15.715624,74.357516,8
FIR9692,Murder,Vijayapura,North,2026-03-29,Jagrati Rout,71,Male,Neha Sawhney,Vehicle,Open,15.96306,75.523742,2
FIR9693,Vehicle Theft,Bengaluru Urban,Central,2026-03-26,Vasana Ramakrishnan,68,Female,Quincy Dara,Vehicle,Closed,16.465756,77.517602,9
FIR9694,Theft,Bengaluru Urban,North,2024-09-02,Advika Mani,43,Female,Nathaniel Varughese,Gun,Closed,14.14666,74.976564,3
FIR9695,Drug Trafficking,Vijayapura,Market,2025-08-22,Urvashi Narain,68,Male,Eesha Kala,Rod,Closed,16.623751,76.898645,8
FIR9696,Drug Trafficking,Hubballi-Dharwad,Traffic,2026-02-03,Brijesh Vora,35,Female,Avi Padmanabhan,None,Closed,13.48246,76.699463,2
FIR9697,Kidnapping,Bengaluru Urban,Rural,2024-08-20,Yoshita Garde,67,Female,Tanmayi Randhawa,Rod,Open,17.071688,74.016877,5
FIR9698,Theft,Hubballi-Dharwad,South,2025-09-05,Baghyawati Boase,25,Female,Fiyaz Sundaram,Knife,Closed,15.88973,76.88692,3
FIR9699,Vehicle Theft,Shivamogga,Rural,2025-04-07,Ikshita Subramanian,69,Female,Veer Kaul,Knife,Closed,11.764083,76.789851,3
FIR9700,Fraud,Tumakuru,Market,2026-04-27,Amol Gaba,20,Male,Manbir Lalla,Vehicle,Open,16.102948,78.761118,8
FIR9701,Drug Trafficking,Belagavi,Central,2026-04-10,Advay Dasgupta,53,Male,Wishi Goel,Unknown,Open,17.159922,77.024947,10
FIR9702,Fraud,Bengaluru Urban,Central,2025-02-09,Keya Balakrishnan,41,Female,Agastya Sampath,Gun,Under Investigation,11.719074,74.064463,8
FIR9703,Kidnapping,Ballari,West,2025-02-13,Hemal Sundaram,40,Male,Zarna Narayan,Gun,Closed,13.219942,76.555163,2
FIR9704,Drug Trafficking,Belagavi,Central,2026-01-29,Pooja Vora,56,Male,Rudra Doshi,Knife,Under Investigation,15.351412,77.519143,10
FIR9705,Cyber Crime,Tumakuru,Central,2024-07-05,Lajita Subramanian,68,Male,Darika Bansal,Gun,Under Investigation,13.081554,75.067469,10
FIR9706,Drug Trafficking,Bengaluru Urban,North,2026-06-23,Gagan Saran,73,Female,Pavani Sankar,Vehicle,Under Investigation,17.719371,77.205025,6
FIR9707,Drug Trafficking,Kalaburagi,North,2025-04-30,Nandini Kapadia,27,Female,Mekhala Dubey,Vehicle,Closed,15.970733,74.522956,8
FIR9708,Drug Trafficking,Vijayapura,Rural,2024-09-06,Dalbir Bora,35,Female,Anita Parekh,Gun,Under Investigation,15.877486,75.017941,4
FIR9709,Drug Trafficking,Tumakuru,West,2025-10-23,Xavier Pandit,66,Female,Pushti Zacharia,Unknown,Under Investigation,12.16707,75.748593,4
FIR9710,Fraud,Mysuru,East,2026-03-30,Ekaja Doctor,38,Male,Suhani Patil,Knife,Closed,12.229652,77.328519,1
FIR9711,Drug Trafficking,Ballari,South,2025-05-10,Janya Karpe,50,Female,Divya Bakshi,Vehicle,Under Investigation,17.563537,76.757128,5
FIR9712,Cyber Crime,Tumakuru,North,2026-03-09,Abdul Kamdar,74,Female,Rachit Bhandari,Knife,Under Investigation,15.220914,78.010194,5
FIR9713,Kidnapping,Tumakuru,Central,2025-01-27,Warda Mitra,53,Male,Faqid Bath,None,Closed,13.857322,76.353201,2
FIR9714,Vehicle Theft,Kalaburagi,Traffic,2026-01-28,Yashoda Jani,42,Female,Eshana Dugar,Unknown,Closed,16.572926,75.897316,6
FIR9715,Murder,Belagavi,Market,2025-01-12,Veer Goda,65,Male,Gunbir Jain,Unknown,Open,17.676401,76.562437,7
FIR9716,Theft,Hubballi-Dharwad,Market,2025-02-27,Wazir Kari,34,Female,Qabil Radhakrishnan,Knife,Closed,14.820602,76.08696,6
FIR9717,Murder,Ballari,Market,2026-02-13,Pahal Morar,39,Male,Yuvraj Balasubramanian,None,Closed,15.70244,75.123399,9
FIR9718,Vehicle Theft,Bengaluru Urban,Market,2025-09-24,Ojas Nagy,73,Female,Balhaar Doctor,Knife,Open,11.85969,74.313104,3
FIR9719,Murder,Tumakuru,Market,2024-11-27,Anay Mistry,57,Female,Indira Bains,Rod,Open,12.354042,76.164051,8
FIR9720,Assault,Tumakuru,Market,2025-11-15,Yash Pandit,72,Female,Vinaya Deep,None,Closed,12.010555,77.368316,4
FIR9721,Drug Trafficking,Tumakuru,South,2025-05-22,Pahal Varkey,36,Female,William Chatterjee,Unknown,Open,17.467396,78.072201,8
FIR9722,Murder,Vijayapura,Market,2026-03-16,Dhruv Chadha,52,Male,Benjamin Srinivas,Unknown,Closed,15.237099,78.729838,5
FIR9723,Kidnapping,Mangaluru,North,2024-08-30,Frederick Barman,28,Female,Saksham Jayaraman,Unknown,Closed,14.194088,74.536148,7
FIR9724,Drug Trafficking,Vijayapura,East,2026-02-27,Aashi Ramaswamy,36,Male,Kiaan Shroff,Gun,Open,13.076484,74.873573,3
FIR9725,Vehicle Theft,Hubballi-Dharwad,East,2025-08-05,Samar Datta,35,Male,Peter Kata,Vehicle,Open,16.116229,76.109922,7
FIR9726,Fraud,Kalaburagi,North,2024-12-05,Keya Chaudhari,44,Female,Nidhi Sagar,None,Open,16.593414,75.192054,8
FIR9727,Fraud,Tumakuru,Rural,2026-01-27,Yashawini Madan,23,Female,Ayaan Prashad,None,Closed,15.325096,74.744598,1
FIR9728,Burglary,Mysuru,West,2025-05-22,Owen Tella,21,Male,Kalpit Seth,Rod,Under Investigation,15.071867,77.385631,6
FIR9729,Drug Trafficking,Ballari,South,2025-01-31,Jagat Ranganathan,43,Male,Ayushman Pandya,Vehicle,Closed,17.681267,74.04442,5
FIR9730,Burglary,Mangaluru,West,2025-04-07,Jeevika Barad,27,Male,Ekansh Sekhon,Vehicle,Under Investigation,12.005061,74.576533,7
FIR9731,Burglary,Tumakuru,West,2025-03-21,Zarna Dasgupta,74,Male,Indali Dass,Unknown,Open,12.041034,77.870753,4
FIR9732,Burglary,Mangaluru,South,2026-02-21,Onkar Mani,34,Female,Abha Manda,Gun,Open,18.460189,74.317558,8
FIR9733,Burglary,Belagavi,Traffic,2024-12-12,Balhaar Mani,29,Female,Daksh Sehgal,None,Open,13.03536,74.953469,3
FIR9734,Theft,Bengaluru Urban,Traffic,2024-10-20,Yashodhara Vala,64,Female,Yahvi Ramakrishnan,None,Open,13.304321,78.45542,7
FIR9735,Vehicle Theft,Shivamogga,Rural,2024-09-14,Aadhya Ravi,50,Female,Falan Johal,None,Closed,13.253416,76.400251,3
FIR9736,Burglary,Tumakuru,Traffic,2025-05-31,Daniel Mane,59,Female,Daniel Kata,None,Open,17.679,75.516761,8
FIR9737,Murder,Kalaburagi,West,2026-06-09,Wishi Chaudry,29,Male,Sachi Prakash,Knife,Open,12.116969,76.839473,3
FIR9738,Cyber Crime,Bengaluru Urban,Market,2025-06-17,Isaiah Koshy,54,Male,Daksha Jaggi,Rod,Under Investigation,15.609367,75.940717,7
FIR9739,Fraud,Vijayapura,East,2025-12-27,Victor Dar,63,Male,Zehaan Rajagopalan,Rod,Under Investigation,12.837613,74.52301,6
FIR9740,Robbery,Mangaluru,Market,2026-02-05,Theodore Rajagopal,53,Female,Joshua Prabhu,Gun,Under Investigation,18.110747,76.814143,8
FIR9741,Robbery,Bengaluru Urban,Central,2025-02-15,Jagrati Mukherjee,73,Male,Tanmayi Cherian,None,Under Investigation,17.229805,78.449022,8
FIR9742,Assault,Mysuru,North,2025-04-30,Gautami Dua,52,Male,Rachita Bandi,Rod,Closed,18.490487,74.180132,7
FIR9743,Fraud,Mangaluru,Central,2025-07-02,Ijaya Deo,47,Female,Vihaan Sama,Knife,Closed,16.670609,75.565759,10
FIR9744,Murder,Bengaluru Urban,North,2026-04-15,Samaksh Shroff,67,Female,Kamya Hegde,Vehicle,Under Investigation,11.584907,76.242509,10
FIR9745,Drug Trafficking,Mangaluru,East,2026-02-27,Upadhriti Raju,35,Male,Jason Loke,Vehicle,Open,14.218683,74.239617,1
FIR9746,Drug Trafficking,Ballari,Traffic,2026-06-08,Benjamin Choudhury,25,Female,Lucky Puri,Rod,Under Investigation,13.401185,74.217147,8
FIR9747,Theft,Belagavi,Central,2026-01-28,Hiral Rajagopalan,73,Male,Jeevika Buch,Rod,Open,18.386545,76.276855,10
FIR9748,Assault,Vijayapura,West,2025-11-23,Prisha Biswas,33,Male,Fitan Pingle,Knife,Under Investigation,13.829314,75.985439,7
FIR9749,Fraud,Mangaluru,West,2026-01-29,Amara Savant,23,Female,William Murty,Vehicle,Closed,16.914315,77.153335,5
FIR9750,Cyber Crime,Belagavi,Central,2024-06-30,Karan Parsa,54,Female,Ishwar Vala,Knife,Open,16.267218,74.689844,3
FIR9751,Drug Trafficking,Hubballi-Dharwad,South,2026-02-09,Chatura Vig,72,Male,Matthew Hegde,Rod,Under Investigation,12.390952,76.14054,1
FIR9752,Robbery,Hubballi-Dharwad,North,2024-09-06,Pratyush Narayanan,43,Male,Lakshmi Shenoy,Unknown,Under Investigation,13.071323,75.779144,1
FIR9753,Assault,Mysuru,Rural,2024-10-28,Garima Shenoy,53,Female,Ekantika Agarwal,Rod,Closed,16.895501,78.328534,1
FIR9754,Fraud,Bengaluru Urban,Traffic,2025-12-10,Dev Bera,70,Male,Odika Grewal,Knife,Under Investigation,16.360608,78.778207,10
FIR9755,Robbery,Mysuru,South,2025-10-14,Aishani Chaudhry,38,Male,Omya Biswas,Gun,Under Investigation,17.928523,76.361325,6
FIR9756,Theft,Belagavi,South,2024-07-11,Nakul Contractor,32,Male,Jeremiah Toor,None,Closed,13.399636,74.193702,5
FIR9757,Assault,Kalaburagi,Traffic,2026-01-19,Aadhya Raj,24,Female,Xavier Mohanty,Unknown,Closed,12.534893,77.996963,9
FIR9758,Theft,Mangaluru,South,2025-02-28,Vritti Gole,51,Male,Eshana Devi,None,Closed,16.055431,77.647686,10
FIR9759,Robbery,Kalaburagi,East,2024-11-30,Ekani Goel,25,Male,Tristan Chandran,Rod,Closed,14.907373,77.747272,7
FIR9760,Vehicle Theft,Bengaluru Urban,West,2025-08-28,Gunbir Raval,56,Male,Anjali Thaker,Gun,Under Investigation,13.911356,75.28531,3
FIR9761,Murder,Mysuru,Central,2025-07-07,Rajata Lad,66,Male,Chatura Bhagat,Gun,Under Investigation,15.851356,78.609303,1
FIR9762,Drug Trafficking,Bengaluru Urban,North,2026-04-27,Charles Bali,74,Female,Jai Bawa,Gun,Open,17.069318,77.661593,9
FIR9763,Theft,Belagavi,Central,2026-06-10,Nachiket Sibal,55,Male,Jacob Dhawan,Unknown,Under Investigation,12.177685,78.029182,9
FIR9764,Drug Trafficking,Mysuru,West,2024-09-30,Charles Garde,58,Female,Rayaan Nayar,Vehicle,Under Investigation,15.675209,74.918144,6
FIR9765,Cyber Crime,Bengaluru Urban,South,2025-12-15,Vasana Varughese,63,Female,Hredhaan Datta,Rod,Under Investigation,14.721159,75.277733,1
FIR9766,Assault,Bengaluru Urban,West,2025-09-08,Aryan Gara,67,Male,Ekalinga Murthy,Gun,Under Investigation,14.354458,77.808999,5
FIR9767,Assault,Mangaluru,West,2026-03-31,Om Viswanathan,37,Male,Kamala Deep,Gun,Open,14.533649,75.977451,10
FIR9768,Kidnapping,Belagavi,Central,2025-07-15,Champak Banerjee,66,Female,Robert Walia,Knife,Under Investigation,12.327621,75.631612,6
FIR9769,Assault,Belagavi,North,2024-12-10,Gavin Arora,46,Female,Aarush Khanna,Gun,Closed,13.532839,78.772221,10
FIR9770,Cyber Crime,Tumakuru,Market,2025-10-14,Ishita Biswas,59,Female,Sneha Shanker,Unknown,Open,17.005426,76.570616,6
FIR9771,Cyber Crime,Bengaluru Urban,Traffic,2024-12-18,Jonathan Dhaliwal,74,Female,Adya Krish,Rod,Closed,18.045982,77.637208,1
FIR9772,Burglary,Belagavi,Traffic,2024-09-19,Daniel Sethi,43,Male,Bhavika Dewan,Gun,Under Investigation,17.710297,78.600884,3
FIR9773,Fraud,Vijayapura,Market,2025-06-15,Yasti Krishnan,60,Male,Omkaar Mohan,None,Under Investigation,13.474406,77.287827,6
FIR9774,Cyber Crime,Ballari,Market,2024-10-21,Omaja Madan,70,Male,Nitara Joshi,Vehicle,Under Investigation,17.423856,74.738332,7
FIR9775,Assault,Belagavi,Central,2024-09-24,Turvi Naidu,67,Male,Veer Dua,Vehicle,Under Investigation,17.363084,75.623963,1
FIR9776,Cyber Crime,Hubballi-Dharwad,Central,2025-07-31,Elijah Murty,20,Male,Arin Chahal,Vehicle,Open,13.073228,77.767083,8
FIR9777,Fraud,Vijayapura,East,2025-02-09,Andrew Radhakrishnan,71,Male,Chaaya Parikh,Rod,Closed,12.592536,74.772058,10
FIR9778,Cyber Crime,Ballari,East,2025-10-09,Amara Mallick,53,Female,Vinaya Chander,Vehicle,Open,18.172951,74.421356,2
FIR9779,Drug Trafficking,Belagavi,East,2025-12-10,Reva Bera,45,Female,Leena Mitra,Vehicle,Closed,11.781025,77.957757,6
FIR9780,Kidnapping,Mangaluru,Central,2026-06-19,Yashoda Bhagat,33,Male,Sara Majumdar,Rod,Under Investigation,11.606293,78.142058,4
FIR9781,Vehicle Theft,Ballari,North,2024-08-18,Eshana Ganguly,59,Male,Wridesh Dhar,Unknown,Closed,15.263713,75.495614,8
FIR9782,Robbery,Mangaluru,East,2024-07-01,Anika Shah,59,Male,Eesha Borde,Vehicle,Closed,15.569737,77.741688,3
FIR9783,Theft,Bengaluru Urban,Central,2025-05-05,Qushi Kade,51,Female,Krish Talwar,None,Under Investigation,12.116255,75.59125,1
FIR9784,Fraud,Tumakuru,Central,2025-04-10,Oni Tiwari,43,Female,Ati Sharma,Vehicle,Open,12.100998,77.254936,9
FIR9785,Vehicle Theft,Mysuru,East,2025-03-20,Ekiya Dua,57,Female,Turvi Kakar,Vehicle,Open,14.76467,76.243319,1
FIR9786,Robbery,Vijayapura,Central,2025-06-24,Jalsa Bhalla,43,Female,Vedant Srivastava,Knife,Under Investigation,16.113554,75.249319,6
FIR9787,Vehicle Theft,Hubballi-Dharwad,Market,2026-01-13,Lucky Bahri,18,Female,Anjali Natarajan,None,Under Investigation,12.462071,75.465381,2
FIR9788,Vehicle Theft,Mysuru,Rural,2025-06-09,Pallavi Parsa,37,Male,Laksh Dua,None,Open,12.264187,77.663045,2
FIR9789,Kidnapping,Tumakuru,Central,2025-09-26,Chandran Bhatt,55,Female,Krisha Oza,Vehicle,Closed,15.290196,75.281282,9
FIR9790,Theft,Mangaluru,Rural,2025-05-22,Upma Morar,47,Male,Sachi Gole,Knife,Closed,15.127721,76.408356,9
FIR9791,Assault,Bengaluru Urban,East,2025-05-20,Udant Batra,33,Female,Ryan Buch,Vehicle,Closed,17.410803,74.047284,2
FIR9792,Theft,Hubballi-Dharwad,East,2026-04-22,Kamala Sangha,49,Male,Jagdish Korpal,Gun,Closed,18.103789,78.309868,9
FIR9793,Assault,Tumakuru,West,2024-10-28,Akshay Toor,71,Female,Pushti Sani,None,Closed,14.807376,76.797695,7
FIR9794,Murder,Shivamogga,North,2025-08-15,Nilima Narayan,22,Female,Gayathri Puri,Knife,Under Investigation,13.89691,74.953744,1
FIR9795,Kidnapping,Hubballi-Dharwad,Rural,2025-10-09,Jagdish Buch,40,Male,Chaitanya Korpal,None,Under Investigation,16.643412,74.764633,2
FIR9796,Vehicle Theft,Mysuru,Central,2024-11-28,Amrita Basu,70,Male,Lakshmi Aggarwal,Unknown,Closed,13.204561,76.690955,2
FIR9797,Drug Trafficking,Belagavi,Rural,2025-07-21,Shravya Luthra,56,Female,Orinder Bahri,Gun,Open,17.70307,74.060658,6
FIR9798,Robbery,Vijayapura,Rural,2024-09-05,Finn Gara,21,Male,Avni Master,None,Closed,17.032059,78.30455,6
FIR9799,Burglary,Mysuru,Traffic,2025-08-29,Chaitaly Pau,45,Male,Suhani Verma,Knife,Under Investigation,18.398757,77.163308,8
FIR9800,Theft,Tumakuru,Central,2025-09-23,Ijaya Oommen,32,Male,Unni Madan,Gun,Open,15.947947,75.201866,4
FIR9801,Robbery,Belagavi,Central,2026-04-07,Ansh Venkatesh,48,Female,Oeshi Merchant,None,Closed,12.742855,76.933228,5
FIR9802,Robbery,Mangaluru,Central,2024-08-19,Anvi Pandey,26,Female,Upasna Roy,Knife,Closed,11.971457,75.662965,7
FIR9803,Robbery,Bengaluru Urban,North,2024-07-22,Tanveer Deol,56,Male,Zehaan Warrior,None,Under Investigation,17.216013,77.322559,4
FIR9804,Kidnapping,Mangaluru,West,2026-02-14,Shravya Mitra,64,Male,Samar Bath,Unknown,Under Investigation,17.179549,75.865934,4
FIR9805,Vehicle Theft,Hubballi-Dharwad,West,2025-10-02,Tristan Krish,42,Female,Luke Khare,Rod,Open,11.560132,74.151661,7
FIR9806,Burglary,Hubballi-Dharwad,Central,2024-10-12,Falak Mani,44,Male,Leela Gour,None,Open,14.95559,78.061576,1
FIR9807,Assault,Tumakuru,Traffic,2025-03-09,Udarsh Trivedi,18,Female,Abdul Palla,Knife,Open,12.274926,75.334396,8
FIR9808,Assault,Belagavi,South,2025-05-30,Yochana Mannan,27,Male,Kevin Bajwa,Vehicle,Open,14.865213,77.011404,5
FIR9809,Vehicle Theft,Mangaluru,Market,2025-06-18,Fiyaz Garde,25,Female,Siya Menon,None,Open,18.350237,75.592139,3
FIR9810,Assault,Hubballi-Dharwad,Rural,2024-11-27,Aishani Padmanabhan,48,Male,Sudiksha Pandya,None,Closed,13.669218,78.236304,7
FIR9811,Burglary,Hubballi-Dharwad,Market,2024-09-28,Laban Mody,45,Male,Vedant Chawla,Knife,Open,12.544011,75.731406,4
FIR9812,Murder,Belagavi,North,2025-08-21,Unni Pall,63,Male,Osha Nadig,Unknown,Open,14.025486,78.652144,3
FIR9813,Vehicle Theft,Ballari,Traffic,2024-10-01,Vasana Dua,24,Male,Yochana Ravi,Knife,Closed,15.173268,76.582969,2
FIR9814,Drug Trafficking,Tumakuru,Traffic,2026-06-01,Jhalak Sekhon,57,Male,Imaran Bali,Vehicle,Under Investigation,13.824549,75.237434,3
FIR9815,Vehicle Theft,Ballari,South,2025-11-10,Indira Mukhopadhyay,50,Male,Dayamai Sengupta,Unknown,Under Investigation,14.805599,76.886913,6
FIR9816,Robbery,Belagavi,West,2025-09-19,Jhalak Madan,58,Female,Isaac Nagarajan,Unknown,Closed,16.373958,77.811016,8
FIR9817,Fraud,Vijayapura,Traffic,2024-12-05,Janaki Sodhi,54,Male,Yatan Kakar,Knife,Open,15.678721,78.061487,1
FIR9818,Burglary,Tumakuru,Traffic,2024-07-22,Tamanna Bajaj,64,Female,Ekavir Tripathi,Rod,Closed,17.872346,77.023037,10
FIR9819,Robbery,Hubballi-Dharwad,Rural,2024-11-30,Chandran Talwar,73,Female,Reva Venkataraman,Vehicle,Open,15.076778,77.573341,5
FIR9820,Drug Trafficking,Hubballi-Dharwad,Central,2026-04-13,Qushi Shan,37,Male,Fariq Sarkar,Gun,Under Investigation,15.883718,78.135202,6
FIR9821,Drug Trafficking,Mysuru,South,2026-01-06,Vasatika Salvi,18,Male,Chaitanya Arora,Knife,Open,12.036302,75.142115,9
FIR9822,Robbery,Tumakuru,Central,2025-03-13,Charvi Sarkar,58,Male,Jeevika Kala,None,Closed,13.534231,78.389303,2
FIR9823,Theft,Bengaluru Urban,West,2025-10-01,Noah Narayan,49,Male,Naveen Nigam,Gun,Open,13.283516,77.79985,10
FIR9824,Theft,Hubballi-Dharwad,East,2025-10-02,Chaaya Kala,57,Male,Oscar Ganesan,Unknown,Open,13.739323,76.660361,8
FIR9825,Robbery,Ballari,West,2025-05-26,Ira Tiwari,66,Female,Fiyaz Deep,Gun,Closed,15.465779,76.204299,4
FIR9826,Assault,Tumakuru,Market,2026-03-18,Garima Reddy,55,Female,Yasti Bhatt,None,Closed,13.862551,77.42781,6
FIR9827,Cyber Crime,Kalaburagi,North,2024-12-21,Inaya Deshmukh,65,Female,Ryan Dhingra,Vehicle,Open,17.688328,76.169043,7
FIR9828,Theft,Shivamogga,Rural,2025-06-27,Timothy Devan,71,Male,Ganga Dugal,Unknown,Closed,15.151083,76.389651,5
FIR9829,Fraud,Vijayapura,Rural,2026-02-17,Arunima Hegde,31,Female,Ryan Ranganathan,Gun,Closed,14.902444,76.43288,9
FIR9830,Murder,Hubballi-Dharwad,North,2026-04-16,Chasmum Goda,62,Male,Ira Kurian,Gun,Under Investigation,17.862625,74.414171,9
FIR9831,Assault,Tumakuru,East,2025-05-20,Yashasvi Pathak,42,Female,Darsh Saha,None,Closed,13.188646,76.992784,10
FIR9832,Cyber Crime,Vijayapura,Traffic,2026-04-18,Jalsa Batta,54,Male,Krishna Singhal,Rod,Open,13.579811,76.057144,1
FIR9833,Assault,Mangaluru,South,2024-12-15,Ekani Arya,58,Female,Jagrati Chaudhry,Knife,Closed,16.098887,76.82186,6
FIR9834,Kidnapping,Mysuru,Market,2026-05-19,Bhavini Wagle,56,Male,Adya Bail,None,Open,14.276677,78.412389,1
FIR9835,Kidnapping,Mangaluru,Central,2024-08-20,Neelima Hayre,45,Male,George Mutti,Unknown,Open,11.620434,74.170294,5
FIR9836,Assault,Hubballi-Dharwad,South,2025-05-01,Falan Nayar,70,Male,Lucky Bhasin,Unknown,Open,17.222207,74.08318,2
FIR9837,Murder,Belagavi,South,2025-07-06,Zaitra Toor,25,Male,Sara Anand,Knife,Open,16.733079,74.818475,1
FIR9838,Cyber Crime,Shivamogga,North,2024-09-01,Balendra Luthra,25,Female,Harita Thaker,Rod,Closed,12.310196,78.264129,10
